8:13am,5 Elephant ,"S119, 1.2km N of S25 Near Malelane",5/5,Belindaoelofse,"Dec 16, 2023 · 6:49 AM UTC"
7:48am,"5 Wild Dog crossed road, now under tree","S25, 6.7km E of S119 Near Malelane",5/5,Belindaoelofse,"Dec 16, 2023 · 6:17 AM UTC"
5:51am,3 Wild Dog stationary,"H11, 3.2km E of S1 Near Skukuza",5/5,Worsie 01,"Dec 16, 2023 · 5:17 AM UTC"
5:22am,1 Spotted Hyena crossed road,"S110 tar, 3.5km W of H3 Near Malelane",5/5,MargueriteBrussow,"Dec 16, 2023 · 4:57 AM UTC"
6:10am,1 African Fish Eagle stationary,"S28, 1.2km E of H4-2 S junction Near Crocodile Bridge",4/5,LianePretorius,"Dec 16, 2023 · 4:57 AM UTC"
6:22am,10 Lion stationary,"H4-2, 240m N of S25, running 200m from road on W side Near Crocodile Bridge",2/5,Meerkat629,"Dec 16, 2023 · 4:57 AM UTC"
5:23pm,1 Side striped Jackal on the move,"H1-1, close to Napi Rocks. Just ran over the road Near Pretoriuskop",4/5,Dario Van der Merwe,"Dec 16, 2023 · 4:28 AM UTC"
4:50am,1 Lion stationary,"S82, 3km S of N entrance Near Lower Sabie",5/5,Wolfie and Deirdre,"Dec 16, 2023 · 4:26 AM UTC"
5:11am,1 Lion on the move,"H6, on the road between H1-3 and S37 Near Satara",5/5,Ivan,"Dec 16, 2023 · 4:26 AM UTC"
5:45am,Tower of Giraffe ,"H3, between S114 and S110 tar Near Malelane",5/5,Charne,"Dec 16, 2023 · 4:26 AM UTC"
8:40am,3 Giraffes stationary,"S114, 2.7km from H3 Near Malelane",4/5,davidtheironman,"Dec 17, 2023 · 6:45 AM UTC"
7:44am,13 Lions stationary,"S25, 800m from H4-2 Near Crocodile Bridge",5/5,Tetragrammaton,"Dec 17, 2023 · 6:32 AM UTC"
8:05am,5 Elephant on the move,"H3, 1.1km S of S120 Near Malelane",5/5,Zeldavd,"Dec 17, 2023 · 6:16 AM UTC"
7:52am,2 Spotted Hyena sleeping,"H7, 400m E of S106 W entrance Near Orpen",5/5,alerasmus,"Dec 17, 2023 · 6:15 AM UTC"
7:19am,1 Brown Snake Eagle feeding,"S25, 9km E of S119 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:33 AM UTC"
7:16am,10 plus Lion stationary,"S114, 2km N of S23, S entrance Near Malelane",5/5,Jochemvanwattum,"Dec 17, 2023 · 5:33 AM UTC"
6:52am,5 Elephant stationary,"S20, 450m from H1-1 Near Pretoriuskop",5/5,Cartman85,"Dec 17, 2023 · 5:19 AM UTC"
6:55am,10 Lion stationary,"S25, 800m Hrom H4-2 Near Crocodile Bridge",4/5,Tetragrammaton,"Dec 17, 2023 · 5:19 AM UTC"
6:53am,2 Southern Ground Hornbill stationary,"S114, 1.4km N of S139 Near Malelane",5/5,JenDeghaye,"Dec 17, 2023 · 5:10 AM UTC"
6:35am,5 Southern Ground Hornbill stationary,"S119, 400m from S25 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:10 AM UTC"
5:06am,6 Lion stationay,"S112, 4.5km E of H3 Near Skukuza",5/5,Sj_nic,"Dec 17, 2023 · 4:48 AM UTC"
5:20am,15 Wild Dog on the move,"S110 tar, 5km W of H3 Near Malelane",5/5,woest,"Dec 17, 2023 · 4:23 AM UTC"
5:57am,10 Lion stationay,"S25, 800m W of H4-2 Near Crocodile Bridge",5/5,KeeganHall,"Dec 17, 2023 · 4:23 AM UTC"
5:35pm,1 Leopard feeding,"S25, 650m W of S119 Near Malelane",3/5,AdelE,"Dec 16, 2023 · 3:45 PM UTC"
5:23pm,2 Lion sleeping,"S25, 2.1km E of S114 Near Malelane",5/5,AdelE,"Dec 16, 2023 · 3:36 PM UTC"
4:44pm,1 Spotted Hyena crossed road,"H4-2, 700m N of H5 Near Lower Sabie",5/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
4:51pm,2 Buffalo stationary,"H4-2, 1.8km S of H5 Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
5:06pm,2 Lion stationary,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
5:10pm,2 Lion stationary,"S25, 1.8km from S114 Near Malelane",5/5,MRS,"Dec 16, 2023 · 3:27 PM UTC"
5:12pm,2 Lion ,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC"
3:58pm,2 Lion mating,"H4-2, 2.7km N of S28 N junction Near Lower Sabie",5/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC"
1:15pm,1 Black backed Jackal on the move,"S36, 1,1km N of S126 Near Satara",5/5,Jenben5,"Dec 16, 2023 · 3:13 PM UTC"
4:22pm,2 Lion sleeping,"S25, 2km E of S114 Near Malelane",5/5,woest,"Dec 16, 2023 · 3:13 PM UTC"
2:44pm,6 Spotted Hyena stationary,"H1-1, 2.6km S of H11 Near Skukuza",2/5,sgerritsen,"Dec 16, 2023 · 3:13 PM UTC"
3:28pm,4 Sable Antelopes stationary,"S128, 500m N of S30 Near Lower Sabie",4/5,Henri and Rudi,"Dec 16, 2023 · 2:52 PM UTC"
3:07pm,6 Elephants eating,"H4-2, 1.3km N of H5 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:14 PM UTC"
7:40am,1 Chacma Baboon in a tree,"S28, 350m N of S137 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:13 PM UTC"
3:05pm,2 Lions stationary,"S25, 1.7km E of S114 Near Malelane",4/5,jade,"Dec 16, 2023 · 1:56 PM UTC"
2:59pm,2 Lions crossed road,"H4-2, 3km S of S130 S junction Near Crocodile Bridge",5/5,Meerkat629,"Dec 16, 2023 · 1:55 PM UTC"
2:23pm,2 Lions,"H5, 600m W of H4-2 Near Crocodile Bridge",5/5,Waza,"Dec 16, 2023 · 1:55 PM UTC"
8:23am,1 Spotted Hyena on the move,"S114, 5km S of H1-1 Near Skukuza",5/5,Jessxx,"Dec 16, 2023 · 1:51 PM UTC"
2:02pm,2 Elephants eating,"H6, 9.6km from H1-3 Near Satara",4/5,Scheeperse,"Dec 16, 2023 · 1:03 PM UTC"
1:09pm,2 Lions,"S25, 1.9km E of S114 Near Malelane",5/5,FraserWJ,"Dec 16, 2023 · 12:57 PM UTC"
1:53pm,5 Giraffes eating,"S83, 2.1km N of H1-2 E junction Near Skukuza",4/5,Sarahr2023,"Dec 16, 2023 · 12:57 PM UTC"
12:10pm,4 Spotted Hyena playing,"H1-3, 5.8km S of S126 Near Satara",5/5,Belindaoelofse,"Dec 16, 2023 · 11:41 AM UTC"
10:07am,2 Lion mating,"H1-3, 1.5km S of Sweni Bridge on W side Near Satara",5/5,Enezcramer,"Dec 16, 2023 · 11:22 AM UTC"
12:18pm,1 Verreaux's Eagle Owl stationary,"H7, 1.5km W of S106 E junction Near Orpen",5/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC"
11:57am,3 Giraffe stationary,"H7, 4.9km W of S106 E junction Near Orpen",4/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC"
11:35am,1 Marabou Stork stationary,"H4-2, 700m N of S25 Near Crocodile Bridge",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC"
7:13am,20 Wild Dogs on the move and Spotted Hyena,"S114, just off the H1-1 Near Skukuza",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC"
7:36am,10 Giraffes feeding,"S28, 1.4km from H4-2 S entrance Near Crocodile Bridge",5/5,BPoley,"Dec 18, 2023 · 6:54 AM UTC"
8:08am,2 Giraffes on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:54 AM UTC"
8:08am,2 Giraffe on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:52 AM UTC"
7:26am,2 Cheetah on the move,"H6, 2.8km from H1-3 Near Satara",5/5,ZAINUL,"Dec 18, 2023 · 6:40 AM UTC"
7:50am,Pack of Wild Dog on the move,"H3, 2km N of Afsaal Near Malelane",5/5,Jackie,"Dec 18, 2023 · 6:05 AM UTC"
7:40am,4 Lion stationary,"S114, 50m S of H5 Near Skukuza",4/5,Henri and Rudi,"Dec 18, 2023 · 6:05 AM UTC"
5:40am,Clan of Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,Natje,"Dec 18, 2023 · 5:57 AM UTC"
5:00am,2 Lion on the move,"H3, just N of S114 Near Malelane",4/5,Natje,"Dec 18, 2023 · 5:56 AM UTC"
6:51am, Very misty on the Phabeni road,"S1,  Near Phabeni",5/5,the Greeffies,"Dec 18, 2023 · 5:36 AM UTC"
5:26am,4 Southern Ground Hornbill stationary,"S114, 2km E of H3 Near Malelane",5/5,The Ellies,"Dec 18, 2023 · 5:35 AM UTC"
5:40am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Henri and Rudi,"Dec 18, 2023 · 5:21 AM UTC"
5:25am,3 Cheetah stationary,"S28, 16km from H4-2 N entrance Near Crocodile Bridge",5/5,Leandri,"Dec 18, 2023 · 4:47 AM UTC"
5:30am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Dec 18, 2023 · 4:40 AM UTC"
3:24pm,10 Hippopotamus stationary,"S25, 9km E of S119 Near Malelane",5/5,AdelE,"Dec 17, 2023 · 1:32 PM UTC"
11:54am,7 Wild Dog stationary,"H10, 2.5km N of S129 Near Lower Sabie",5/5,Tetragrammaton,"Dec 17, 2023 · 1:17 PM UTC"
2:05pm,Herd of Elephant stationary,"H3, at the Mlambane Bridge Near Malelane",5/5,MRS,"Dec 17, 2023 · 1:07 PM UTC"
10:59am,2 Southern Ground Hornbill stationary,"S140, 5.3km W of S145 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
11:56am,1 Southern Ground Hornbill on the move,"S36, just N of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
12:00pm,1 Giraffe stationary,"S36, 800m of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
11:39am,4 Kudu stationary,"S145, 6km from S36 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
2:17pm,1 Leopard stationary,"S25, 650m W of S119 Near Malelane",2/5,DannyConradie,"Dec 17, 2023 · 12:25 PM UTC"
1:42pm,1 Leopard stationary,"H12, 1km N of Sabie River Near Skukuza",4/5,CO,"Dec 18, 2023 · 3:43 PM UTC"
8:30am,3 Wild Dogs stationary,"S30, about 9km from H12 Near Skukuza",5/5,Dorette,"Dec 18, 2023 · 10:15 AM UTC"
9:38am,Pride of Lion stationary,"H6, close to the Sonop waterhole Near Satara",5/5,Bernadine,"Dec 19, 2023 · 7:59 AM UTC"
9:30am,2 Lion stationary,"H3, at the S110 tar junction Near Malelane",5/5,Arne Odding,"Dec 19, 2023 · 7:37 AM UTC"
9:21am,1 Leopard stationary,"H3, 1.4km  S of S114 Near Malelane",5/5,Henri and Rudi,"Dec 19, 2023 · 7:37 AM UTC"
7:36am,10 plus Elephant crossed road,"S1, 1.4km E of the Nyamundwa Dam Near Phabeni",5/5,Donzzy,"Dec 19, 2023 · 6:45 AM UTC"
8:19am,1 Leopard in a tree,"H3, 600m N of S110 tar Near Malelane",5/5,Pari1993,"Dec 19, 2023 · 6:43 AM UTC"
6:22am,2 Verreaux's Eagle Owl stationary,"H4-2, 1.5km S of S82 S entrance Near Lower Sabie",5/5,Norman0909,"Dec 19, 2023 · 5:54 AM UTC"
7:35am,6 Elephant stationary,"H4-2, 1.1km E of H10 Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:54 AM UTC"
7:03am,2 Lion stationary,"H4-2, 650m S of S130 N entrance Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:40 AM UTC"
5:14am,4 Lion stationary,"H1-4, 1.5km S of S147 Near Olifants",5/5,KennieG13,"Dec 19, 2023 · 5:30 AM UTC"
6:14am,2 Spotted Hyena on the move,"H3, 200m S of S110 tar Near Malelane",5/5,Lola3165,"Dec 19, 2023 · 4:30 AM UTC"
9:38am,4 Wild Dog stationary,"H1-2, 3.6km N of Sabie low water Bridge Near Skukuza",5/5,Greeffies,"Dec 20, 2023 · 7:55 AM UTC"
4:51am,1 Serval on the move,"S114, 3km N of S21 Near Skukuza",5/5,Graeme,"Dec 20, 2023 · 6:53 AM UTC"
7:47am,6 Wild Dog stationary,"S25, 3.2km E of S119 Near Malelane",5/5,Elda81,"Dec 20, 2023 · 6:21 AM UTC"
7:19am,6 Wild Dogs on the move,"S25, 4km W of S27 Near Crocodile Bridge",5/5,GRHood,"Dec 20, 2023 · 6:17 AM UTC"
7:39am,Pack of Wild Dog stationary,"H1-2, 5km N of the Sabie Low-level Bridge Near Skukuza",5/5,trish,"Dec 20, 2023 · 6:17 AM UTC"
7:00am,1 Leopard in a tree,"H4-2, 2km N of H5 Near Crocodile Bridge",3/5,Neels,"Dec 20, 2023 · 6:16 AM UTC"
4:51am,1 Serval on the move,"S114, 3km N of S21 Near Skukuza",5/5,Monique,"Dec 20, 2023 · 6:15 AM UTC"
4:36am,1 Lion on the move,"H3, 1.2km W of S92 Near Olifants",5/5,KennieG13,"Dec 20, 2023 · 4:34 AM UTC"
2:46pm,15 Giraffes stationary,"S28, 2km from H4-2 S entrance Near Crocodile Bridge",5/5,ahmad,"Dec 19, 2023 · 1:08 PM UTC"
1:16pm,7 Kudu feeding,"H1-1, 2km W of S42 Near Paul Kruger Gate",5/5,Shaaid and Raeesah,"Dec 19, 2023 · 11:26 AM UTC"
11:30am,1 Leopard stationary,"S1, 550m W of S65 Near Skukuza",4/5,Yolandi,"Dec 19, 2023 · 11:00 AM UTC"
12:04pm,1 Common Buzard stationary,"H4-2, near the Vurhami Bridge Near Crocodile Bridge",5/5,Neels,"Dec 19, 2023 · 10:18 AM UTC"
12:00pm,1 African Openbill stationary,"H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Neels,"Dec 19, 2023 · 10:18 AM UTC"
8:26am,1 Lion stationary,"S65, 3.9km S of S1 Near Skukuza",4/5,T_DEBEER,"Dec 19, 2023 · 9:55 AM UTC"
8:12am,3 Lion stationary,"H6, 5.1km W of S41 Near Satara",5/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC"
9:07am,1 Lion sleeping,"S41, 4.6km S of S100 Near Satara",4/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC"
10:25am,1 Spotted Hyena stationary,"S25, 4.6km E of S26 Near Crocodile Bridge",4/5,Neels,"Dec 19, 2023 · 9:38 AM UTC"
10:26am,4 Lions sleeping,"S114, 300m N of H5 Near Skukuza",4/5,IvyB,"Dec 20, 2023 · 12:20 PM UTC"
12:40pm,1 Goliath heron stationary,"H4-1, 1.8km N of Lubyelubye Bridge Near Lower Sabie",5/5,Neels,"Dec 20, 2023 · 11:39 AM UTC"
10:40am,1 Bateleur in a tree,"S21, 6km from S114 Near Skukuza",5/5,Neels,"Dec 20, 2023 · 11:39 AM UTC"
7:30am,Pack of Wild Dog on the move,"S25, 17km E of S119 Near Crocodile Bridge",5/5,Michael,"Dec 20, 2023 · 11:31 AM UTC"
6:00am,Pack of Wild Dog on the move,"S25, 2km E of S119 Near Malelane",5/5,Michael,"Dec 20, 2023 · 11:31 AM UTC"
9:30am,Pride of Lion stationary,"S114, 2km N of H5 Near Skukuza",4/5,Neels,"Dec 20, 2023 · 11:23 AM UTC"
8:11am,1 Tawny Eagle in a tree,"S83, Halfway from H1-2 Near Skukuza",3/5,Shaahid and Raeesah,"Dec 20, 2023 · 10:35 AM UTC"
11:53am,1 Vervet Monkey in a tree,"S3, at the Mestel Dam Near Numbi Gate",5/5,Chris,"Dec 20, 2023 · 10:14 AM UTC"
11:37am,3 Buffalo stationary,"S114, 2.1km from H3 Near Malelane",5/5,KeeganHall,"Dec 20, 2023 · 9:53 AM UTC"
7:26am,1 Spotted Hyena on the move,"S25, 4km W of S27 Near Crocodile Bridge",5/5,GRHood,"Dec 20, 2023 · 9:00 AM UTC"
9:49am,2 Lion stationary,"H4-2, 4km N of S28 S entrance Near Crocodile Bridge",3/5,PietiePaashaas,"Dec 20, 2023 · 8:38 AM UTC"
4:50am,1 Lion on the move,"H3, 1km N of S110 tar Near Malelane",5/5,Mauritz,"Dec 20, 2023 · 8:38 AM UTC"
9:49am,2 Lion stationary,"H4-2, 1.5km N of S28 S entrance Near Crocodile Bridge",3/5,PietiePaashaas,"Dec 20, 2023 · 8:30 AM UTC"
9:16am,5 Wild Dog stationary,"H1-2, 3.6km N of Sabie low-level Bridge Near Skukuza",5/5,KennieG13,"Dec 20, 2023 · 8:30 AM UTC"
7:13am,1 Cheetah stationary,"H7, 550m E of S36 Near Satara",4/5,Luki,"Dec 20, 2023 · 8:24 AM UTC"
7:54am,2 lion stationary,"S41, 2km S of S100 Near Satara",5/5,danelsanta,"Dec 20, 2023 · 8:24 AM UTC"
10:50am,1 Elephant on the move,"S1, 290m W of S4 Near Skukuza",4/5,Vishsonne,"Dec 21, 2023 · 8:54 AM UTC"
10:35am,4 Lion ,"S120, at H3 junction Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 8:42 AM UTC"
9:55am,3 Southern Ground Hornbill stationary,"H3, 600m N of Renosterpan turnoff Near Malelane",4/5,Nuessi60,"Dec 21, 2023 · 8:01 AM UTC"
7:53am,3 Buffalo stationary,"H5, 650m W of H4-2 Near Crocodile Bridge",5/5,JordanForbes,"Dec 21, 2023 · 8:01 AM UTC"
9:48am,6 Lion stationary,"H4-2, 400m N of S25 Near Crocodile Bridge",5/5,PapaFox,"Dec 21, 2023 · 8:01 AM UTC"
9:33am,1 Leopard on the move,"H3, 2.7km N of Afsaal Near Jock Safari Lodge",5/5,Karichee,"Dec 21, 2023 · 7:37 AM UTC"
9:14am,7 Wild Dog stationary,"S1, at S3 junction Near Phabeni",4/5,DenayCass,"Dec 21, 2023 · 7:20 AM UTC"
7:55am,1 Leopard on the move and Impala alarming,"S114, 2.8km N of S114 Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 6:19 AM UTC"
6:42am,Pride of Lion stationary,"H4-1, 200m E of Lubyelubye Near Lower Sabie",5/5,Yolandi,"Dec 21, 2023 · 6:17 AM UTC"
6:09am,4 Lion on the move,"H3, 150m N of S121 Near Malelane",5/5,James,"Dec 21, 2023 · 6:17 AM UTC"
7:50am,7 Marabou Stork stationary,"H4-2, 500m S of S25 Near Crocodile Bridge",4/5,Neels,"Dec 21, 2023 · 6:17 AM UTC"
7:26am,1 Spotted Hyena on the move,"H4-2, 1.9km N of H5 Near Lower Sabie",4/5,RStander,"Dec 21, 2023 · 5:41 AM UTC"
5:00am,2 Elephants chasing off a pack of Wild Dogs,"H4-2, 200m N of S130 S junction Near Crocodile Bridge",5/5,Mfundo On Safari,"Dec 21, 2023 · 5:37 AM UTC"
7:07am,3 Southern Ground Hornbills on the move,"H1-3, 700m N of H6 Near Satara",4/5,ShaniKotze1,"Dec 21, 2023 · 5:23 AM UTC"
7:15am,1 Spotted Hyena on the move,"S25, 2.2km E of S26 Near Crocodile Bridge",4/5,Janhendrik,"Dec 21, 2023 · 5:23 AM UTC"
6:30am,1 Leopard in a tree,"S1, going towards the H11 past S65 junction Near Skukuza",4/5,Dazza,"Dec 21, 2023 · 4:49 AM UTC"
6:34am,Herd of Nyala grazing,"H1-2, 500m S of Sand River Bridge Near Skukuza",5/5,Muhammad,"Dec 21, 2023 · 4:49 AM UTC"
6:27am,6 Elephants on the move,"S28, 7km E of H4-2 S junction Near Crocodile Bridge",5/5,Mventer21,"Dec 21, 2023 · 4:49 AM UTC"
5:15am,1 Cheetah strolling down the road,"H7, 400m W of S36 Near Orpen",5/5,rouxtjie,"Dec 21, 2023 · 4:48 AM UTC"
5:39am,2 Lions,"H3, 900m N of S110 tar, in open field Near Malelane",3/5,Nuessi60,"Dec 21, 2023 · 4:48 AM UTC"
6:10am,1 Leopard in a tree,"S114, 2km N of S118 Near Malelane",5/5,Uwais,"Dec 21, 2023 · 4:28 AM UTC"
5:48pm,2 Lions,"H4-2, 1km N from Vurhami Bridge Near Crocodile Bridge",5/5,Tinged by@zainyp,"Dec 21, 2023 · 4:03 PM UTC"
5:40pm,1 Leopard on the move,"H3, walking on the road 5km S from S113 junction Near Jock Safari Lodge",5/5,Vaiks,"Dec 21, 2023 · 3:58 PM UTC"
5:26pm,2 Lions stationary,"H4-2, 900m N of S28 S junction Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:52 PM UTC"
5:30pm,2 Lions stationary,"H4-2, in the dip between Vurhami Bridge and H5 Near Crocodile Bridge",5/5,Shehrazaad,"Dec 21, 2023 · 3:49 PM UTC"
4:57pm,6 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:04 PM UTC"
4:40pm,1 Leopard on the move,"H4-1, 100m from Sunset dam, walked on the road Near Lower Sabie",5/5,Matt Thompson,"Dec 21, 2023 · 3:01 PM UTC"
4:47pm,Herd of Sable ANtelope ,"H1-1, close to S11 E Near Pretoriuskop",5/5,Dazza,"Dec 21, 2023 · 3:01 PM UTC"
4:06pm,3 Buffalo stationary,"S12, just after turnoff from H7 Near Satara",4/5,Die Wolmaranse,"Dec 21, 2023 · 2:48 PM UTC"
4:36pm,2 Lion hunting,"H1-3, 1.5km N of H6 Near Satara",5/5,tomtomco90,"Dec 21, 2023 · 2:38 PM UTC"
3:59pm,2 Southern Ground Hornbill walking around,"S25, 3.9km E of S26 Near Crocodile Bridge",5/5,Twakkie ZA,"Dec 21, 2023 · 2:27 PM UTC"
8:48am,Pack of Wild Dog ,"H3, at S112 junction Near Skukuza",5/5,Zel106,"Dec 21, 2023 · 2:02 PM UTC"
3:35pm,8 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",3/5,Vishi,"Dec 21, 2023 · 1:41 PM UTC"
3:26pm,1 Crocodile stationary,"H4-1, S side of Sunset dam Near Lower Sabie",4/5,Marianne6932,"Dec 21, 2023 · 1:34 PM UTC"
10:02am,1 Lion stationary,"S125, 6km E of the S36 Near Satara",5/5,Henri and Rudi,"Dec 21, 2023 · 1:32 PM UTC"
2:45pm,4 Wild Dogs sleeping,"H3, at S112 junction Near Skukuza",3/5,Johané,"Dec 21, 2023 · 12:55 PM UTC"
1:37pm,6 Elephant stationary,"H4-1, 3.8km E of H11 Near Skukuza",4/5,Marianne6932,"Dec 21, 2023 · 11:54 AM UTC"
12:36pm,Pack of Wild Dog still stationary,"S1, at S3 junction Near Phabeni",4/5,Dazza,"Dec 21, 2023 · 10:41 AM UTC"
12:27pm,1 Vulture in a tree,"H4-2, 350m N of S25 Near Crocodile Bridge",5/5,YM,"Dec 21, 2023 · 10:32 AM UTC"
12:23pm,Pride of Lion stationary,"H4-2, 500m N of S25 Near Crocodile Bridge",3/5,Shehrazaad,"Dec 21, 2023 · 10:26 AM UTC"
12:02pm,1 Elephant stationary,"H4-1, 2.1km E of H11 Near Skukuza",2/5,Vishsonne,"Dec 21, 2023 · 10:23 AM UTC"
11:51am,1 Lion sleeping,"H7, by the Tamboti camp turnoff Near Orpen",4/5,Callumn photography,"Dec 21, 2023 · 10:23 AM UTC"
10:41am,2 Lion stationary and Elephant,"S90, 600m N of S41 Near Satara",5/5,BushAddict,"Dec 21, 2023 · 10:23 AM UTC"
11:00am,Herd of Buffalo crossed road,"H1-3, passed the S83 E junction, heading towards river Near Skukuza",5/5,Muhammad,"Dec 21, 2023 · 9:58 AM UTC"
1:35pm,1 Leopard in a tree,"H3, 500m N of S112 Near Skukuza",5/5,Gerrie - Kruger Gateway Safaris,"Dec 23, 2023 · 3:55 PM UTC"
1:00pm,2 Lions stationary,"S100, 8km E of H1-3 Near Satara",4/5,Raheel,"Dec 23, 2023 · 3:55 PM UTC"
4:59pm,3 Lions still there stationary,"S130, 3.5km N of H4-2 S junction Near Crocodile bridge",5/5,Vaiks,"Dec 23, 2023 · 3:55 PM UTC"
5:11pm,3 Lions on the move,"S130, 3km N of H4-2 S junction Near Crocodile bridge",5/5,Eesa Tayob,"Dec 23, 2023 · 3:54 PM UTC"
5:11pm,1 Sable Antelope,"S36, at H1-2 junction Near Skukuza",5/5,Tinged by@DeevhahD,"Dec 23, 2023 · 3:54 PM UTC"
4:45pm,1 Leopard stationary,"H4-1, resting under tree at the back of Sunset dam Near Lower Sabie",3/5,Lisl,"Dec 23, 2023 · 3:54 PM UTC"
12:45pm,Pride of Lion stationary,"S34, 10.7km E of S36 Near Tshokwane",4/5,Henri and Rudi,"Dec 23, 2023 · 3:54 PM UTC"
10:33am,1 Leopard in a tree,"H1-3, at Marheya dam Near Satara",4/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC"
3:22pm,4 Lions stationary,"S37, 13km N of S35. 100m in the bush Near Tshokwane",1/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC"
11:31am,6 Elephants eating,"H4-2, 5.9km N of H5 Near Lower Sabie",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC"
11:10am,1 Buffalo eating,"H4-2, 2.4km S of H5 Near Crocodile Bridge",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC"
3:48pm,2 Buffalos stationary,"S25, 5.6km E of S26 Near Crocodile Bridge",5/5,Marianne6932,"Dec 23, 2023 · 2:13 PM UTC"
1:06pm,20 Elephants on the move,"H10, 9.6km N of H4-2 Near Lower Sabie",5/5,goost,"Dec 23, 2023 · 2:13 PM UTC"
2:38pm,5 Buffalos stationary,"H2-2, 650m N of S20 Near Pretoriuskop",4/5,Mauritz,"Dec 23, 2023 · 12:52 PM UTC"
8:15am,1 Leopard crossed road,"S65, 5.9km N of H1-1 Near Skukuza",3/5,Marianne6932,"Dec 23, 2023 · 12:52 PM UTC"
12:56pm,3 Lions stationary,"S25, 300m E of S114 Near Malelane",2/5,AfricanBushKingdom,"Dec 23, 2023 · 11:50 AM UTC"
1:23pm,3 Lions stationary,"S130, 3.4km N of H4-2 S junction Near Crocodile Bridge",5/5,G Roodt,"Dec 23, 2023 · 11:50 AM UTC"
1:20pm,1 Leopard in a tree,"H3, 500m to S112 junction Near Skukuza",4/5,Danz05,"Dec 23, 2023 · 11:38 AM UTC"
10:43am,2 Buffalos grazing,"S25, just E of S26 Near Crocodile bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 11:00 AM UTC"
11:21am,30 Buffalos crossed road,"S25, 3.4km S of S139 towards Malelane Near Biyamiti Bush Camp",5/5,AfricanBushKingdom,"Dec 23, 2023 · 10:59 AM UTC"
11:25am,1 Lion sleeping,"H7, 1.7km E of S106 W junction Near Orpen",1/5,Ludmilla,"Dec 23, 2023 · 10:59 AM UTC"
8:04am,Pack of Wild Dog on the move,"S25, 900m W of S26. Moved off N. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC"
