Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
11:25am,3 Cheetahs stationary,"S28, 8.8km E of H4-2 S junction, difficult to see, they are lying under a bush and in between grass Near Crocodile Bridge",2/5,Eloisar,"Dec 10, 2023 · 11:17 AM UTC",Dec 10
12:00pm,Clan of Spotted Hyena stationary,"H10, 6.1km S of H1-2 at Den Near Tshokwane",5/5,Andre and Corlia,"Dec 10, 2023 · 11:11 AM UTC",Dec 10
12:27pm,Pride of Lion stationary,"S102, 4km N of Mpondo dam Near Lower Sabie",5/5,Tauhirah,"Dec 10, 2023 · 10:45 AM UTC",Dec 10
11:29am,1 Elephant eating,"S10, 900m E of S7 N junction Near Pretoriuskop",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
11:24am,1 Bateleur in a tree,"Gasanftombi Road, 140m W of H4-2 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
10:53am,1 Lion stationary,"S3, 7.4km S of S1 Near Phabeni",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
11:20am,1 Elephant on the move,"S7, 2km N of H1-1 Near Pretoriuskop",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
10:42am,1 Leopard in a tree,"H3, 350m N of S110 tar, 200m from the road Near Malelane",3/5,TY1,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
10:32am,3 Lion stationary,"H3, 1.7km S of S113 in the riverbed Near Jock Safari Lodge",2/5,Hauptfleisch,"Dec 10, 2023 · 8:57 AM UTC",Dec 10
9:17am,2 Lion stationary,"S118, 2km W of S114 Near Malelane",4/5,Hauptfleisch,"Dec 10, 2023 · 8:57 AM UTC",Dec 10
9:17am,2 Lion stationary,"S118, 1.7km W of S114 Near Malelane",4/5,Hauptfleisch,"Dec 10, 2023 · 8:18 AM UTC",Dec 10
9:40am,3 Buffalo stationary,"S114, in the water 200m before S121 Near Malelane",5/5,Sunflower,"Dec 10, 2023 · 8:11 AM UTC",Dec 10
7:20am,1 Lion stationary,"H1-2, lying completely visible in the Mutlumuvi riverbed on the sand Near Skukuza",5/5,Lynette,"Dec 10, 2023 · 8:11 AM UTC",Dec 10
8:00am,3 Spotted Hyena stationary,"""Male, female and cub"" H1-1, about 700m from Numbi gate on route to Pretoriuskop",5/5,Schoemies6,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:10am,3 Southern Ground Hornbill on the move,"""2 adults and 1 juvenile"" S22, at the Stevenson-Hamilton Memorial Lookout turnoff Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
7:20am,1 Spotted Hyena stationary,"S112, 3.9km E of H3, standing around next to road Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:06am,1 Cheetah stationary,"S28, 11.5km E of H4-2 S junction, 20m into the bush Near Crocodile Bridge",2/5,NatgeoJames,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:20am,3 Cheetah stationary,"S28, 11.5km E of H4-2 S junction, lying down in the grass 80m from the road Near Crocodile Bridge",1/5,minwyn02,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:35am,5 Giraffe stationary,"""The one giraffe was missing a horn"" S114, 2.1km S of H1-1 Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:27am,1 Lion stationary,"S118, 5.9km E of H3 Near Malelane",5/5,ConnerMacK,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
7:40am,1 Lion stationary,"""Male which is very hurt and limping badly"" S3, about 8.5km S of S1 Near Phabeni",5/5,K,"Dec 10, 2023 · 5:52 AM UTC",Dec 10
7:30am,6 Southern Ground Hornbill on the move,"""Two of which are immature and two more in a tree a few meters past"" S25, just off S114, in the riverbed Near Malelane",5/5,Sez Photography,"Dec 10, 2023 · 5:41 AM UTC",Dec 10
6:40am,1 Verreaux's Eagle Owl stationary,"S27, 550m S of S25 Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 5:01 AM UTC",Dec 10
6:15am,1 Southern Ground Hornbill on the move,"S121, 300m E from H3 Near Malelane",5/5,Sunflower,"Dec 10, 2023 · 4:30 AM UTC",Dec 10
5:10am,6 Spotted Hyena stationary,"""Two big adults lying down while 4 babies are playing on the road"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:18am,7 Spotted Hyena stationary,"""They encircled the car and tried to chew on the rear bumper. They have moved towards the culvert now with the rain"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:38am,1 Lion sleeping,"S3, 8.1km S of S1, very close to road Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:49am,1 Lion stationary,"S3, 8km S of S1 Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:59am,3 Giraffe stationary,"S1, just E of S65 Near Skukuza",5/5,lemonadeshock,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
6:03am,2 Black backed Jackal on the move,"S25, 500m W of H4-2, about 20m in Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
6:04am,5 Elephant ,"S65, 450m S of S1 Near Skukuza",4/5,lemonadeshock,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
6:05am,8 Marabou Stork stationary,"S25, 750m W of H4-2 Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:54am,4 Lion stationary,"S28, 7.4km E of H4-2 S junction Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 10, 2023 · 4:05 AM UTC",Dec 10
5:41pm,20 Buffalo stationary,"S108, 200m E of S26 Near Crocodile Bridge",4/5,NatgeoJames,"Dec 9, 2023 · 3:54 PM UTC",Dec 9
4:47pm,1 Tawny Eagle in a tree,"H4-2, 450m S of S25 Near Crocodile Bridge",4/5,NatgeoJames,"Dec 9, 2023 · 3:11 PM UTC",Dec 9
1:20pm,1 Southern Ground Hornbill on the move,"H3, 3.3km S of S113 Near Jock Safari Lodge",5/5,ConnerMacK,"Dec 9, 2023 · 3:11 PM UTC",Dec 9
3:12pm,3 Elephants eating,"""One word, gigantic"" S28, 2.6km S of S107 Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:23 PM UTC",Dec 9
2:52pm,1 Kudu eating,"""So majestic"" S107, just E of S28 Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:22 PM UTC",Dec 9
2:49pm,2 Cape Vulture in a tree,"""Saw the chick and the nest"" S28, 1km S of S137 Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
2:17pm,4 Crocodile eating a buffalo,"H4-2, 1.5km N of S28 N junction Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
12:30pm,1 Yellow billed Stork eating and Crocodile,"H4-1, Sunset dam Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
8:52am,1 Tawny Eagle in a tree and Nyala,"H4-2, 4.8km N of H5 Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
9:50am,Pod of 10 Hippopotami stationary,"H4-1, Sunset dam Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
8:33am,1 Leopard Tortoise eating,"H4-2, 650m N of S130 S junction Near Crocodile Bridge",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
3:23pm,1 African Hawk Eagle in a tree,"""Brilliant sighting"" S28, 8.6km E of H4-2 S junction Near Crocodile Bridge",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
3:10pm,9 Lion sleeping,"Ting Road, 2.4km W of S65 towards the H1-1 on the new road Near Skukuza",4/5,Thwebula,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
10:44am,1 Lion stationary,"""The Female Lion is watching a Crocodile eating a baby Hippo. Looks like the Lion was in a fight either with her pack or the Crocodile, she is injured on her left back side."" H1-6, Letaba river bridge",5/5,Ruan8808,"Dec 9, 2023 · 12:55 PM UTC",Dec 9
1:50pm,1 Cheetah stationary,"H6, about 70m from the road under a small tree on S side of the road Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
1:30pm,4 Lions stationary,"""Lionesses under tree 300m N of male lion"" H1-3, 500m S of S126, about 80m from road Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
1:15pm,1 Lion on a kill,"""Next to road with wildebeest carcass"" H1-3, 800m S of S126 Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
12:00pm,Mega herd of Buffalo ,"H1-3, at Mazithi dam Near Tshokwane",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
2:00pm,1 Lion crossed road,"S1, 150m W of Nyamundwa dam Near Phabeni",5/5,Zein,"Dec 9, 2023 · 12:44 PM UTC",Dec 9
9:10am,1 Lion on a kill,"""Lioness with a baby zebra kill"" H10, 2.8km N of S29 N junction, just off on E side, 20m from road Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:44 PM UTC",Dec 9
8:36am,1 Sable Antelope crossed road,"H1-2, 2km S of Orpen Rocks, disappearing into bushes Near Skukuza",5/5,CdB,"Dec 9, 2023 · 12:12 PM UTC",Dec 9
12:31pm,5 Wild Dog stationary,"S1, 1.1km W of Nyamundwa dam Near Phabeni",3/5,Kylelaing26,"Dec 9, 2023 · 10:55 AM UTC",Dec 9
12:23pm,4 Southern Ground Hornbill on the move,"S110 tar, 1.4km W of H3 Near Malelane",5/5,TY1,"Dec 9, 2023 · 10:55 AM UTC",Dec 9
11:32am,Herd of Elephant stationary,"""Taking a mud bath"" S130, 1.1km S of H4-2 N junction Near Lower Sabie",5/5,Andre and Corlia,"Dec 9, 2023 · 10:35 AM UTC",Dec 9
12:11pm,4 Lion stationary,"""3 males, 1 female"" S1, about half an hour's drive W from H11 Near Skukuza",3/5,Salomi van Stryp,"Dec 9, 2023 · 10:28 AM UTC",Dec 9
8:23am,1 Leopard on the move,"S130, 1.6km S of S137 Near Lower Sabie",2/5,ToyahM,"Dec 9, 2023 · 10:11 AM UTC",Dec 9
11:24am,4 Lion stationary,"S1, 500m W of Nyamundwa dam Near Phabeni",3/5,francois vis,"Dec 9, 2023 · 10:11 AM UTC",Dec 9
7:29am,1 Elephant on the move,"S128, 8.8km W of H10 S junction Near Lower Sabie",5/5,NatgeoJames,"Dec 9, 2023 · 10:11 AM UTC",Dec 9
10:45am,2 Southern Ground Hornbill on the move,"""Both carrying snakes (Looks like more than one snake)"" Renosterpan Road, 5min in off H3 Near Malelane",3/5,Sez Photography,"Dec 9, 2023 · 9:08 AM UTC",Dec 9
9:39am,5 Wild Dog stationary,"S1, 1km W of Nyamundwa dam Near Phabeni",2/5,MikaylaSindlerova,"Dec 9, 2023 · 8:15 AM UTC",Dec 9
8:45am,1 Leopard ,"S130, 2km N of H4-2 S junction Near Crocodile Bridge",5/5,BerniceVos,"Dec 9, 2023 · 8:15 AM UTC",Dec 9
8:15am,1 Lion on the move,"H4-1, at Lubyelubye bridge, crossed bridge and went down to riverbed Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 7:25 AM UTC",Dec 9
8:00am,Huge herd of Elephant ,"H4-1, next to the road just before Lubyelubye Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 7:25 AM UTC",Dec 9
5:45am,1 Leopard on the move,"H4-1, 3km W of Nkuhlu picnic site Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 7:25 AM UTC",Dec 9
4:55am,1 Spotted Hyena stationary,"H4-1, near H12, ate something, on the road with bloody face and legs Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 7:25 AM UTC",Dec 9
8:42am,1 Hippopotamus stationary in a mud bath,"S25, 2.2km W of S27 Near Crocodile Bridge",5/5,HesterM1076,"Dec 9, 2023 · 7:24 AM UTC",Dec 9
8:09am,Beautiful Verreaux's Eagle Owl stationary on the ground and Tawny Eage in a tree,"S27, 400m S of S25 Near Crocodile Bridge",5/5,HesterM1076,"Dec 9, 2023 · 7:24 AM UTC",Dec 9
6:46am,2 Secretary Bird feeding,"S25, 550m E of S27 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 9, 2023 · 6:26 AM UTC",Dec 9
6:57am,Pod of 8 Hippopotami stationary,"H10, Sabie River, in the water right next to the bridge Near Lower Sabie",5/5,NatgeoJames,"Dec 9, 2023 · 6:26 AM UTC",Dec 9
7:22am,16 Wild Dog on the move,"S25, 5.4km W of S139 Near Biyamiti Bush Camp",5/5,TreeHugger,"Dec 9, 2023 · 6:25 AM UTC",Dec 9
7:34am,1 Tortoise on the move,"H4-1, just W of H11 Near Skukuza",5/5,HeatherM23,"Dec 9, 2023 · 6:25 AM UTC",Dec 9
7:19am,Pride of Lion stationary,"""Male got up and repositioned"" S25, 4.8km W of H4-2 on S side of road. Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 9, 2023 · 5:32 AM UTC",Dec 9
6:56am,Pack of Wild Dog on the move,"""Heading East"" S25, about 4 or 5km W of S139 Near Biyamiti Bush Camp Turnoff",5/5,Niek,"Dec 9, 2023 · 5:26 AM UTC",Dec 9
5:40am,Pride of Lion stationary,"""1 male, 2 females and 1 cub"" S25, 4km W of H4-2 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 9, 2023 · 5:26 AM UTC",Dec 9
6:47am,Clan of Spotted Hyena stationary,"""Mom with cuns at den"" S1, 2km E of S4 Near Skukuza",5/5,CdB,"Dec 9, 2023 · 5:26 AM UTC",Dec 9
6:29am,Pack of Wild Dog stationary,"""With some young dogs as well. They were lying when we arrived but started moving in W direction"" S1, 1km E of Nyamundwa dam Near Phabeni Gate",5/5,CdB,"Dec 9, 2023 · 4:41 AM UTC",Dec 9
6:21am,2 Lion stationary,"S1, 800m W of Nyamundwa dam Near Phabeni Gate",3/5,CdB,"Dec 9, 2023 · 4:41 AM UTC",Dec 9
6:26am,1 Leopard stationary,"""Saw him going up a tree"" S130, 2km N of H4-2 S junction Near Crocodile Bridge",5/5,Salomi Van Stryp,"Dec 9, 2023 · 4:41 AM UTC",Dec 9
5:45am,1 Spotted Hyena on the move,"H4-2, 700m N of S25 Near Crocodile Bridge",5/5,Salooms x,"Dec 9, 2023 · 4:12 AM UTC",Dec 9
5:40am,1 Common Duiker on the move,"H11, 4km E of S1 Near Skukuza",5/5,MichaelLever1,"Dec 8, 2023 · 3:56 PM UTC",Dec 8
5:19pm,1 Tawny Eagle eating,"S28, 7.9km E of H4-2 S junction Near Crocodile Bridge",5/5,NatgeoJames,"Dec 8, 2023 · 3:46 PM UTC",Dec 8
4:55pm,4 Southern Ground hornbills on the move,"""A first for me, they came out of the road straight up to the car and tried to peck at the bumper"" S1, 1.1km W of S4 Near Skukuza",5/5,MichaelLever1,"Dec 8, 2023 · 3:35 PM UTC",Dec 8
4:51pm,2 Crocodile stationary,"H4-2, Vurhami Bridge Near Crocodile Bridge",5/5,NatgeoJames,"Dec 8, 2023 · 3:26 PM UTC",Dec 8
11:45am,Herd of Elephant swimming,"H1-3, at Kumana dam Near Tshokwane",5/5,Renata - Kedibone Safaris,"Dec 8, 2023 · 3:16 PM UTC",Dec 8
7:30am,Huge herd of Buffalo and Elephants,"H9, at Nhlanganini dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 8, 2023 · 3:16 PM UTC",Dec 8
10:23am,2 Spotted Hyena crossed road and Warthog,"S118, 1.7km E of H3 Near Malelane",5/5,Ray69,"Dec 8, 2023 · 2:18 PM UTC",Dec 8
3:40pm,5 Buffalo stationary,"""Dagga boys and warthog family in a pool of water"" S114, about 6km E of H3 Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 1:57 PM UTC",Dec 8
2:57pm,4 Elephant stationary,"H4-2, just N of Crocodile River Bridge Near Crocodile Bridge Gate",5/5,NatgeoJames,"Dec 8, 2023 · 1:25 PM UTC",Dec 8
1:56pm,4 Giraffe stationary,"S25, 9.8km E of S119 Near Malelane",5/5,NatgeoJames,"Dec 8, 2023 · 12:22 PM UTC",Dec 8
1:56pm,5 Hippopotami stationary,"S25, 10.3km E of S119 Near Malelane",4/5,NatgeoJames,"Dec 8, 2023 · 12:22 PM UTC",Dec 8
12:06pm,Herd of Buffalo stationary,"S102, at Mpondo dam Near Lower Sabie",5/5,Lesia Vermaak,"Dec 8, 2023 · 11:21 AM UTC",Dec 8
12:36pm,Herd of Buffalo stationary,"""Blocking the road"" H1-1, about 6km S of Skukuza",5/5,Salomi Van Stryp,"Dec 8, 2023 · 11:21 AM UTC",Dec 8
11:28am,8 Giraffe stationary,"S25, 2.3km W of S27 Near Crocodile Bridge",5/5,Alex1860,"Dec 8, 2023 · 9:54 AM UTC",Dec 8
11:30am,Photo of the Elephant crossing river,"H1-2, Sabie River low water bridge Near Skukuza",5/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 9:51 AM UTC",Dec 8
11:35am,1 Leopard crossing road,"H1-2, Sabie River low water bridge N entrance, heading towards river Near Skukuza",5/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 9:49 AM UTC",Dec 8
11:30am,2 Elephant crossing river,"H1-2, Sabie River low water bridge Near Skukuza",5/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 9:49 AM UTC",Dec 8
11:07am,2 Giraffe stationary,"S28, 3.2km E of H4-2 S junction Near Crocodile Bridge",5/5,Alex1860,"Dec 8, 2023 · 9:26 AM UTC",Dec 8
10:41am,8 Wild Dog ,"""Pups next to the road"" S1, 2km W of Nyamundwa dam Near Phabeni",5/5,Untamed Africa,"Dec 8, 2023 · 8:55 AM UTC",Dec 8
10:33am,1 Leopard chilling in a tree,"H1-2, 500m N of Sabie River Bridge Near Skukuza",5/5,Marnoca,"Dec 8, 2023 · 8:39 AM UTC",Dec 8
10:05am,A very injured Buffalo with a missing horn and injured eye,"Matjulu waterhole, off S110 sand Near Berg En Dal",5/5,Jamin - MindaraLodge,"Dec 8, 2023 · 8:39 AM UTC",Dec 8
8:12am,1 Elephaant eating,"H5, 7.9km W of S108 Near Lower Sabie",4/5,Marnoca,"Dec 8, 2023 · 8:11 AM UTC",Dec 8
9:32am,1 Honey Badger crossed road and Dwarf Mongoose,"S110 sand, 4km W of S120 Near Berg En Dal",3/5,Ray69,"Dec 8, 2023 · 8:11 AM UTC",Dec 8
10:00am,8 Wild Dog sleeping,"S1, about 9km E of Phabeni gate, next to the road Near Phabeni Gate",5/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 8:07 AM UTC",Dec 8
9:55am,3 Lion crossed road,"""Beautiful males"" S1, about 7km E of Phabeni Gate before Nyamundwa dam, lying down",5/5,The Rillema Gang,"Dec 8, 2023 · 8:07 AM UTC",Dec 8
9:53am,3 Lion stationary,"""Huge males"" S1, about 7km E of Phabeni Gate",3/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 8:07 AM UTC",Dec 8
9:51am,6 Wild Dog ,"S1, E past the Nyamundwa dam Near Phabeni Gate",5/5,The Rillema Gang,"Dec 8, 2023 · 8:07 AM UTC",Dec 8
8:54am,20 Elephant ,"S102, Mpondo waterhole Near Lower Sabie",5/5,Salomi Van Stryp,"Dec 8, 2023 · 7:16 AM UTC",Dec 8
7:53am,1 Leopard on the move,"H5, 8km W of S108 Near Lower Sabie",5/5,Salomi Van Stryp,"Dec 8, 2023 · 6:25 AM UTC",Dec 8
6:25am,4 Lion stationary,"""3 lionesses and a young male"" H14, 17km N of H9, lying in riverbed Near Phalaborwa",5/5,Alberto - Matimba Bush Lodge,"Dec 8, 2023 · 6:17 AM UTC",Dec 8
7:22am,2 Spotted Hyena stationary,"""Stealing a kill from tree just left of the junction"" H4-1, at H11 junction Near Skukuza",5/5,Abdullah,"Dec 8, 2023 · 5:47 AM UTC",Dec 8
6:41am,1 Lion stationary,"S1, 900m W of Nyamundwa dam Near Phabeni",4/5,Jeremyv,"Dec 8, 2023 · 5:06 AM UTC",Dec 8
6:51am,4 Elephant on the move,"S102, Mpondo dam Near Lower Sabie",5/5,Andre and Corlia,"Dec 8, 2023 · 4:57 AM UTC",Dec 8
6:00pm,8 Wild Dog on the move,"""5 adults, 1 with collar and 1 limping, 3 sub-adults"" H10, about 7km N of H4-2, they were going N Near Lower Sabie",5/5,Erland,"Dec 8, 2023 · 4:42 AM UTC",Dec 8
5:59am,1 Southern Ground hornbill in a tree,"S114, 1.1km E of H3 Near Malelane",5/5,Jamin - MindaraLodge,"Dec 8, 2023 · 4:32 AM UTC",Dec 8
6:10am,1 Elephant stationary,"H4-2, 350m S of S130 S Near Crocodile Bridge",5/5,Timtam,"Dec 8, 2023 · 4:31 AM UTC",Dec 8
5:29am,1 Leopard on the move,"H1-1, close to H3 junction Near Skukuza",5/5,Ruan8808,"Dec 8, 2023 · 4:31 AM UTC",Dec 8
4:59pm,1 Spotted Hyena stationary,"H11, at turnoff to Lake Panic Hide Near Skukuza",5/5,pezza,"Dec 7, 2023 · 3:30 PM UTC",Dec 7
9:30am,100 Buffalo stationary,"""Blocking the road"" H10, 11.2km N of H4-2 Near Lower Sabie",5/5,joshdownes,"Dec 7, 2023 · 2:56 PM UTC",Dec 7
4:48pm,3 Lion sleeping,"H6, 15.5km W of S37 Near Satara",5/5,joshdownes,"Dec 7, 2023 · 2:56 PM UTC",Dec 7
9:16am,10 Elephant on the move,"H10, 6.3km N of H4-2 Near Lower Sabie",4/5,joshdownes,"Dec 7, 2023 · 1:47 PM UTC",Dec 7
1:40pm,9 Wild Dog stationary,"H1-2, N side of Sand River Bridge, sitting in the riverbed, have to be on the bridge to see them Near Skukuza",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 7, 2023 · 1:39 PM UTC",Dec 7
12:50pm,3 Lion stationary,"H6, 2.2km E of H1-3, close to road Near Crocodile Bridge",5/5,Nelson Cruz - Africa Kruger Tours,"Dec 7, 2023 · 12:56 PM UTC",Dec 7
11:48am,9 Wild Dogs stationary,"H1-2, N side of Sand River Bridge, sitting in the riverbed, have to be on the bridge to see them. Near Skukuza",5/5,ToyahM,"Dec 7, 2023 · 9:54 AM UTC",Dec 7
10:21am,1 Lion on the move,"H4-1, 4.4km W of H12 Near Skukuza",5/5,ToyahM,"Dec 7, 2023 · 9:23 AM UTC",Dec 7
10:30am,1 Leopard,"H4-1, 2.5km W of S79 N entrance (500m from Hyena) very close to road Near Lower Sabie",5/5,Abdullah,"Dec 7, 2023 · 9:07 AM UTC",Dec 7
10:00am,1 Spotted Hyena,"H4-1, 3km W of S79 N entrance Near Lower Sabie",5/5,Abdullah,"Dec 7, 2023 · 9:07 AM UTC",Dec 7
8:40am,Pride of Lion,"""Quite a few cubs"" H4-1, 7km E of Skukuza (2km from Hyenas)",5/5,Abdullah,"Dec 7, 2023 · 9:07 AM UTC",Dec 7
10:50am,3 Lions stationary,"H6, 11.5km W of S37 (1.5km W of the other lions) Near Satara",4/5,Nhlamulo,"Dec 7, 2023 · 9:07 AM UTC",Dec 7
10:30am,3 Lions stationary,"H6, 13km W of S37 Near Satara",4/5,Nhlamulo,"Dec 7, 2023 · 9:07 AM UTC",Dec 7
8:50am,2 Lions stationary,"S100, 16km E of H1-3 on the drainage line Near Satara",5/5,Nhlamulo,"Dec 7, 2023 · 9:07 AM UTC",Dec 7
10:36am,2 Lions on the move,"S27, spotted walking across the road to Hippo Pools Near Crocodile Bridge",5/5,M.panchbhaya,"Dec 7, 2023 · 9:06 AM UTC",Dec 7
9:59am,20 Chacma Baboons playing,"H3, 1.3km S of Afsaal Near Malelane",5/5,Eloisar,"Dec 7, 2023 · 8:13 AM UTC",Dec 7
9:37am,10 Giraffe ,"S25, 3.4km W of S26 Near Biyamiti Bush Camp",5/5,Stephnie Prinsloo,"Dec 7, 2023 · 8:12 AM UTC",Dec 7
7:45am,Pride of Lion stationary,"H3, 2.2km N of S114, close to the road, lying down in the grass Near Malelane",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 7, 2023 · 7:22 AM UTC",Dec 7
8:11am,3 Spotted Hyena stationary,"""There is one baby and I think we saw a mom and dad"" Lake Panic Hide Road, 1km N of H11 Near Skukuza",5/5,Urmompretty,"Dec 7, 2023 · 7:18 AM UTC",Dec 7
8:28am,5 Lion stationary,"""Chilling with the fam"" H3, 2.2km N of S114, 10m from the road Near Malelane",4/5,Waseema manjra,"Dec 7, 2023 · 7:18 AM UTC",Dec 7
8:53am,1 Spotted Hyena on the move,"H10, S side of Sabie River Bridge Near Lower Sabie",5/5,KopiteonSafari,"Dec 7, 2023 · 7:10 AM UTC",Dec 7
7:34am,10 Lion sleeping,"S65, 5.5km S of S1 Near Skukuza",5/5,Urmompretty,"Dec 7, 2023 · 7:10 AM UTC",Dec 7
7:59am,2 Leopard Tortoise mating,"S1, 400m from H11 Near Skukuza",5/5,Urmompretty,"Dec 7, 2023 · 7:08 AM UTC",Dec 7
8:15am,3 Spotted Hyena sleeping,"H11, at turnoff to Lake Panic Hide Near Skukuza",5/5,pezza,"Dec 7, 2023 · 7:08 AM UTC",Dec 7
